region,region_code,district_code,lga,ward,subvillage
Rukwa,15,3,Nkasi,Namanyere,Mji Mwema
Mbeya,12,1,Chunya,Makongorosi,Makongolosi
Tanga,4,8,Mkinga,Maramba,Bwiti
Tabora,14,5,Sikonge,Sikonge,Utyatya
Singida,13,2,Singida Rural,Msisi,Msumbiji
Singida,13,1,Iramba,Kinampanda,Itumbili
Mtwara,99,1,Mtwara Rural,Ziwani,Sinde B
Mwanza,19,4,Kwimba,Nyamilama,Nyamhungili A
Tanga,4,1,Lushoto,Shume,Manyaufume
Mara,20,1,Tarime,Serengeti National Park,Kenyamosabi
Mara,20,1,Tarime,Binagi,Nyamasamura
Mtwara,90,33,Masasi,Mbuyuni,Ziwani
Shinyanga,17,8,Kishapu,Ukenyenge,Kanawa
Mwanza,19,1,Ukerewe,Ilangala,Nyamarasi
Morogoro,5,1,Kilosa,Mikumi,Mabatini
Tanga,4,6,Handeni,Ndolwa,Kwedidau
Iringa,11,1,Iringa Rural,Idodi,Mbuyuni A
Pwani,6,1,Bagamoyo,Zinga/Ikerege,Mtambani
Kagera,18,30,Ngara,Rulenge,Kanyinya B
Iringa,11,2,Mufindi,Idunda,S
Shinyanga,17,6,Meatu,Mwandoya,Mwabunonu
Ruvuma,10,5,Namtumbo,Namabengo,Sokoine
Mtwara,90,33,Masasi,Nanganga,Chilende
Mwanza,19,5,Sengerema,Nyehunge,Nyamatemele
Iringa,11,3,Makete,Lupalilo,Ukenza
Manyara,21,5,Kiteto,Dongo,Chamwino
Ruvuma,10,3,Mbinga,Kihagara,Camp
Ruvuma,10,2,Songea Rural,Magagura,Mlale
Mtwara,90,33,Masasi,Lukulendi,Zaire
Iringa,11,2,Mufindi,Mafinga,L
Singida,13,2,Singida Rural,Misughaa,Igunga
Shinyanga,17,3,Shinyanga Rural,Samuye,Bulango
Pwani,6,1,Bagamoyo,Kiromo,Chaga B
Kagera,18,2,Bukoba Rural,Katoma,Bushaza 'A'
Mbeya,12,2,Mbeya Rural,Ijombe,Meko
Morogoro,5,3,Ulanga,Minepa,Irangali
Tanga,4,7,Kilindi,Mvungwe,Mteke
Dodoma,1,5,Dodoma Urban,Mkonze,Chisichili
Iringa,11,4,Njombe,Igosi,Madilu
Iringa,11,5,Ludewa,Manda,Magland
Kagera,18,2,Bukoba Rural,Bujugo,Minazi
Mwanza,19,5,Sengerema,Nyanzenda,Iseni
Mbeya,12,3,Kyela,Kajunjumele,Njisi
Singida,13,3,Manyoni,Aghondi,Mapinduzi
Manyara,21,2,Hanang,Sirop,Endadu
Lindi,80,53,Ruangwa,Malolo,Dodoma
Tabora,14,4,Urambo,Kazaroho,Usimba A
Mbeya,12,4,Rungwe,Isange,Isabula
Morogoro,5,2,Morogoro Rural,Bwakila Chini,Mkuyuni
Shinyanga,17,3,Kahama,Zongomera,Kinaniuba B
Ruvuma,10,3,Mbinga,Chiwanda,Chimate Kati
Tanga,4,6,Handeni,Mkata,Kwadifinyela
Shinyanga,17,3,Shinyanga Rural,Usanda,Mwakalulu
Iringa,11,1,Iringa Rural,Magulilwa,Kitayawa
Dar es Salaam,7,3,Temeke,Pemba Mnazi,Nyange
Mbeya,12,2,Mbeya Rural,Inyala,Darajani
Pwani,60,53,Rufiji,Ruaruke,Kiwaga
Iringa,11,1,Iringa Rural,Magulilwa,Kifufu
Kagera,18,3,Muleba,Kibirizi,Mukunyu
Tabora,14,1,Nzega,Miguwa,Isambalilo
Tabora,14,5,Sikonge,Sikonge,Ulyanyama
Shinyanga,17,6,Meatu,Kisesa,Mwamigagani
Tabora,14,3,Uyui,Igalula,Mbarala B
Morogoro,5,6,Mvomero,Hembeti,Upareni
Kilimanjaro,3,3,Same,Kirangare,Marema
Morogoro,5,6,Mvomero,Kanga,Lukindu
Iringa,11,3,Makete,Lupalilo,Bala
Rukwa,15,2,Sumbawanga Rural,Milepa,Milepa
Ruvuma,10,1,Tunduru,Kalulu,Minazini
Tabora,14,1,Nzega,Kasela,Nguwa
Tanga,4,2,Korogwe,Bungu,Gale
Arusha,24,30,Karatu,Qurus,Kaskazini
Rukwa,15,3,Nkasi,Kate,Mayeka
Kagera,18,1,Karagwe,Kimuli,Kataba
Manyara,21,3,Mbulu,Maretadu,Qamtananat Kati
Tanga,4,4,Tanga,Chongoleani,Chongoleani
Iringa,11,4,Njombe,Mdandu,Wanike
Mtwara,90,33,Masasi,Mwena,Pachani Juu
Morogoro,5,6,Mvomero,Mtibwa,Kitingoji A
Rukwa,15,3,Nkasi,Kirando,Mtakuja
Iringa,11,7,Kilolo,Ukumbi,Kipera
Singida,13,3,Manyoni,Manyoni,Samaria B
Ruvuma,10,2,Songea Rural,Tanga,Nakatete
Dodoma,1,6,Bahi,Chipanga,Mandel
Dodoma,1,6,Bahi,Chali,Nguvu
Mwanza,19,2,Magu,Mwananyili,Nyasho B
Iringa,11,1,Iringa Rural,Mahuninga,Makambalala A
Tabora,14,1,Nzega,Puge,Upungu Magharibi
Singida,13,3,Manyoni,Kilimatinde,Mabwenini
Mbeya,12,6,Mbozi,Iyula,Hatete
Pwani,6,1,Bagamoyo,Lugoba,Mkwajuni
Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Magharibi,Chaki
Iringa,11,4,Njombe,Mahongole,Mahongole B
Tabora,14,2,Igunga,Igurubi,Unyanyembe A
Kilimanjaro,3,4,Moshi Rural,Mbokomu,Kwa Simba
Morogoro,5,6,Mvomero,Mvomero,Mntunda
Ruvuma,10,3,Mbinga,Ruanda,Cca
Lindi,80,53,Ruangwa,Makanjiro,Kagera
Mara,20,6,Rorya,Mkoma,Nyatike
Rukwa,15,2,Sumbawanga Rural,Msanzi,Kambiala
Mbeya,12,3,Kyela,Matema,Itukisyu
Shinyanga,17,8,Kishapu,Itilima,Ushirika
Pwani,60,33,Kisarawe,Msanga,Momboni
Mbeya,12,3,Kyela,Ikama,Kyangala Kusin
Shinyanga,17,3,Shinyanga Rural,Samuye,Isunga
Iringa,11,5,Ludewa,Ludende,Madindo
Arusha,2,7,Meru,Ngarenanyuki,Lengare
Iringa,11,1,Iringa Rural,Lumuli,Masumbo
Morogoro,5,4,Ulanga,Mbuga,Songambele
Shinyanga,17,1,Bariadi,Chinamili,Mwang'Onya
Shinyanga,17,3,Shinyanga Rural,Ilola,Sengerema
Mbeya,12,4,Rungwe,Lutebe,Kasanga
Mtwara,90,63,Nanyumbu,Chipuputa,Sokoine
Mwanza,19,5,Sengerema,Kazunzu,Majengo
Mtwara,90,63,Nanyumbu,Napacho,Lukwika
Rukwa,15,2,Sumbawanga Rural,Kipeta,Lupanga
Tanga,4,6,Handeni,Vibaoni,Msasa Shule
Iringa,11,5,Ludewa,Ibumi,Msumbiji
Kilimanjaro,3,5,Hai,Machame Uroki,Makaro
Arusha,2,2,Arusha Rural,Kimnyaki,Loibangoti
Rukwa,15,3,Nkasi,Chala,Kaula
Kigoma,16,1,Kibondo,Nyamtukuza,Ukweli Na Uwazi
Shinyanga,17,2,Maswa,Nyabubinza,Mwabulumashi
Rukwa,15,1,Mpanda,Ikola,Mparamawe
Arusha,24,30,Karatu,Qurus,Baqari
Iringa,11,4,Njombe,Igosi,Lupema
Tanga,4,1,Lushoto,Vuga,Vuli
Kilimanjaro,3,4,Moshi Rural,Kahe,Kiyaya
Singida,13,2,Singida Rural,Mtinko,Ujamaa
Kagera,18,4,Biharamulo,Nyabusozi,Nyamazina
Mara,20,3,Musoma Rural,Muriaza,Bukambilo
Rukwa,15,1,Mpanda,Mamba,Makuyugu
Dodoma,1,1,Kondoa,Kisese,Nguluwiri
Kilimanjaro,3,4,Moshi Rural,Okoani Kibosho,Maembe
Shinyanga,17,8,Kishapu,Itilima,Ipeja
Shinyanga,17,5,Bukombe,Ilolangulu,Isebya B
Singida,13,1,Iramba,Shelui,Shuleni
Tanga,4,1,Lushoto,Mgwashi,Kwemashai
Dodoma,1,1,Kondoa,Sanzawa,Motto -Kati
Mtwara,90,33,Masasi,Mwena,Mpowora
Mwanza,19,7,Missungwi,Shilalo,Ilamba
Dodoma,1,1,Kondoa,Mrijo,Chakuku
Mwanza,19,7,Missungwi,Nhundulu,Ngubhalu
Tabora,14,1,Nzega,Mogwa,Ifusu
Iringa,11,4,Njombe,Saja,Mbugi
Manyara,21,5,Kiteto,Songambele,Bwawani
Manyara,21,3,Mbulu,Maretadu,Sora
Manyara,21,3,Mbulu,Dongobesh,Sakumai
Mbeya,12,2,Mbeya Rural,Utengule Usongwe,Bagamoyo
Kagera,18,7,Misenyi,Bugandika,Kamugabi
Singida,13,3,Manyoni,Kintinku,Kintinku Nje
Ruvuma,10,2,Songea Rural,Mpitimbi,Mayukila
Ruvuma,10,2,Songea Rural,Maposeni,Mchangani
Kagera,18,4,Biharamulo,Nyabusozi,Kabangani
Kilimanjaro,3,2,Mwanga,Kifula,Kisanjuni
Kagera,18,7,Misenyi,Kashenye,Nyarwiga
Pwani,6,1,Bagamoyo,Magomeni,Mji Mpya
Kilimanjaro,3,3,Same,Kirangare,Mamboleo
Mbeya,12,7,Mbarali,Mapogoro,Mahongo
Mwanza,19,2,Magu,Igalukilo,Mwamiswa
Singida,13,2,Singida Rural,Puma,P/Kusini
Kagera,18,4,Biharamulo,Biharamulo Urban,Chankende
Arusha,2,6,Longido,Ketumbeine,Inginye
Mara,20,3,Musoma Rural,Butiama,Rusanzati
Lindi,80,13,Kilwa,Likawage,Nainokwe
Tabora,14,2,Igunga,Ziba,Busalu
Kagera,18,3,Muleba,Nshamba,Rusindasinde
Iringa,11,4,Njombe,Njombe Urban,Ushirika
Pwani,60,43,Mkuranga,Tambani,Kiloweko
Mbeya,12,3,Kyela,Ngonga,Kwembila
Mbeya,12,7,Mbarali,Ubaruku,Motomoto
Tanga,4,7,Kilindi,Pangwi,Ilangala
Morogoro,5,4,Ulanga,Mtimbira,Line
Lindi,8,3,Nachingwea,Mpiruka,Manokwe B
Tanga,4,1,Lushoto,Shume,Mkunki
Mbeya,12,6,Mbozi,Iyula,Mafumbo
Kagera,18,2,Bukoba Rural,Nyakato,Bulinda
Tanga,4,1,Lushoto,Sunga,Mgombewe
Mbeya,12,4,Rungwe,Lupata,Mpanda
Tabora,14,4,Urambo,Ukumbisiganga,Uyumbu Stesheni
Morogoro,5,6,Mvomero,Mvomero,Mtakuja
Iringa,11,3,Makete,Lupalilo,Idalikilo
Pwani,6,4,Mkuranga,Kisiju,Mavunja
Shinyanga,17,1,Bariadi,Mbita,Inyonya A
Kilimanjaro,3,4,Moshi Rural,Kirua Vunjo Kusini,Kiasuni
Kilimanjaro,3,4,Moshi Rural,Old Moshi Magharibi,Osungura
Shinyanga,17,5,Bukombe,Ushirika,Mlale
Manyara,21,1,Babati,Dabil,Barijomot
Mbeya,12,4,Rungwe,Kisondela,Iponjola
Rukwa,15,2,Sumbawanga Rural,Laela,Majengo
Mwanza,19,4,Kwimba,Sumve,Sumve Luguguru B
Kigoma,16,2,Kasulu,Titye,Kigoma
Singida,13,3,Manyoni,Idodyandole,Kashangu
Morogoro,5,2,Morogoro Rural,Mvuha,Kirengezi
Tabora,14,4,Urambo,Milambo,Barabara 8
Rukwa,15,3,Nkasi,Chala,Ipusha
Singida,13,1,Iramba,Nduguti,Mnkola
Arusha,2,2,Arusha Rural,Sokoni II,Simanjiro
Mwanza,19,1,Ukerewe,Nduruma,Nsenge
Shinyanga,17,2,Maswa,Kulimi,Shimbo
Arusha,2,1,Monduli,Esilalei,Baraka
Kilimanjaro,3,2,Mwanga,Mwaniko,Vungi
Iringa,11,1,Iringa Rural,Maboga,Mjimwema
Pwani,60,53,Rufiji,Utete,Magharibi
Shinyanga,17,1,Bariadi,Mhango,Mwafalu
Ruvuma,10,2,Songea Rural,Mpitimbi,Madukani
Morogoro,5,3,Kilombero,Kibaoni,Kikwawila
Tabora,14,4,Urambo,Kashishi,Malinga
Shinyanga,17,3,Kahama,Ngongwa,Katendele
Shinyanga,17,6,Meatu,Imalaseko,Mabushi
Mara,20,4,Bunda,Salama,Kongoro
Mwanza,19,5,Sengerema,Kasungamile,Buchela
Lindi,80,62,Lindi Urban,Jamhuri,Kiduni
Mbeya,12,7,Mbarali,Chimala,Stendi
Mara,20,4,Bunda,Nyamhula,Madukani
Morogoro,5,4,Ulanga,Mwaya,Chikwera
Dodoma,1,1,Mpwapwa,Mima,Makutupa
Morogoro,5,2,Morogoro Rural,Mkambalani,Pangawe Kati
Singida,13,1,Iramba,Msingi,Mkusi
Kilimanjaro,3,3,Same,Ndungu,Mabambara
Tabora,14,1,Nzega,Itobo,Nzega Mpya
Mwanza,19,7,Missungwi,Koromije,Ilungu
Kigoma,16,3,Kigoma Rural,Bitale,Nyamweha Juu
Shinyanga,17,7,Shinyanga Urban,Ngokolo,Mwamihambo
Lindi,8,3,Nachingwea,Kilima Rondo,Anuru
Manyara,21,2,Hanang,Measkron,Ansi
Shinyanga,17,8,Kishapu,Mwadui Lohumbo,Kashishi
Pwani,6,1,Bagamoyo,Mbwewe,Kihimbwa
Iringa,11,4,Njombe,Matola,Mkunga
Iringa,11,3,Makete,Iwawa,Majengo
Arusha,2,7,Meru,Maroroni,Bondeni
Tanga,4,1,Lushoto,Rangwi,Mazizo
Arusha,2,6,Longido,Engarenaibor,Engerin
Kilimanjaro,3,3,Same,Mwembe,Nasuro A
Mtwara,99,1,Mtwara Rural,Namtuhuka,Shuleni
Mbeya,12,2,Mbeya Rural,Ilembo,Ilala
Mara,20,4,Bunda,Kibara,Tanesco
Mwanza,19,7,Missungwi,Kasololo,Mwashileku
Mwanza,19,6,Geita,Bukoli,Lukalakata
Rukwa,15,2,Sumbawanga Rural,Mkowe,Usevya
Shinyanga,17,2,Maswa,Shishiyu,Mwamhuli
Lindi,80,53,Ruangwa,Malolo,Songambele
Dodoma,1,5,Dodoma Urban,Ipala,Mazengo
Mbeya,12,3,Kyela,Ngonga,Iringa
Ruvuma,10,2,Songea Rural,Matimira,Liula A
Iringa,11,3,Makete,Lupila,Chunya
Kagera,18,1,Karagwe,Ndama,Rugera
Tabora,14,2,Igunga,Simbo,Uzego
Kilimanjaro,3,3,Same,Mtii,Mgwangwaje
Dodoma,1,4,Chamwino,Chilionwa,Lusinde
Mtwara,90,63,Nanyumbu,Nanyumbu,Namatunu 1
Kagera,18,3,Muleba,Ijumbi,Ibale
Lindi,80,53,Ruangwa,Likunja,Shaurimoyo
Kilimanjaro,3,4,Moshi Rural,Kimochi,Mrimbo
Manyara,21,2,Hanang,Gendabi,Hargusha
Tabora,14,2,Igunga,Igunga,Uzunguni
Shinyanga,17,1,Bariadi,Kinang'weli,Itonjamoto
Dar es Salaam,7,3,Temeke,Kimbiji,Ngobanya
Iringa,11,1,Iringa Rural,Izazi,Sokoni
Iringa,11,1,Iringa Rural,Wasa,Ihomasa
Mwanza,19,5,Sengerema,Igalula,Ngoma Center
Tabora,14,1,Nzega,Bukene,Iluluma
Iringa,11,2,Mufindi,Nyololo,A
Rukwa,15,3,Nkasi,Kabwe,Mnazini
Lindi,80,23,Lindi Rural,Matimba,Mchinda
Iringa,11,7,Kilolo,Boma la ng'ombe,Mwatasi Chini
Mwanza,19,4,Kwimba,Fukalo,Nyanghonge A
Kagera,18,4,Biharamulo,Nyabusozi,Busambilo
Mbeya,12,3,Kyela,Ngonga,Isubha
Mwanza,19,4,Kwimba,Ngudu,Kisesa
Mbeya,12,3,Kyela,Busole,Sanu
Tanga,4,1,Lushoto,Malindi,Kiumbe
Shinyanga,17,3,Shinyanga Rural,Salawe,Bugede
Mara,20,3,Musoma Rural,Buhemba,Nyamsiso
Tabora,14,4,Urambo,Imalamakoye,Machemba
Dodoma,1,1,Mpwapwa,Rudi,Igunga A
Kagera,18,3,Muleba,Bulyakashaju,Kabwela B
Mbeya,12,6,Mbozi,Iyula,Nyembe
Mbeya,12,2,Mbeya Rural,Mshewe,Ijombe
Singida,13,3,Manyoni,Manyoni,Manyoni Kati B
Singida,13,2,Singida Rural,Puma,Jingi
Iringa,11,4,Njombe,Iwungilo,Iwungilo A
Mwanza,19,6,Geita,Kalangalala,Iseni
Mwanza,19,2,Magu,Malili,Mwabaruhi
Pwani,60,33,Kisarawe,Masaki,Masaki Mjini
Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,Moori B
Singida,13,4,Singida Urban,Unyambwa,Unyambwa Juu
Mwanza,19,4,Kwimba,Nyamilama,Mbuwa
Mbeya,12,6,Mbozi,Itaka,Ilanzi
Singida,13,2,Singida Rural,Munga'a,Nkhambi
Shinyanga,17,1,Bariadi,Lagangabilili,Mitobo Centre
Rukwa,15,3,Nkasi,Isale,Kisumba
Lindi,80,53,Ruangwa,Mandawa,Mbuyuni
Singida,13,1,Iramba,Kiomboi,Inala
Tabora,14,1,Nzega,Nkiniziwa,Nkiniziwa C
Tabora,14,1,Nzega,Miguwa,Wiba
Iringa,11,7,Kilolo,Boma la ng'ombe,Idegenda
Rukwa,15,4,Sumbawanga Urban,Mollo,Isesa
Mwanza,19,6,Geita,Kasamwa,Mkangala
Kilimanjaro,3,1,Rombo,Shimbi,Kibosou
Morogoro,5,1,Kilosa,Mamboya,Shuleni
Tabora,14,1,Nzega,Igusule,Bukalila
Shinyanga,17,1,Bariadi,Nkololo,Bandagi
Rukwa,15,4,Sumbawanga Urban,Old Sumbawanga,Majengo
Mwanza,19,4,Kwimba,Sumve,Imalaseko
Mtwara,90,33,Masasi,Lukulendi,Kivukoni
Morogoro,5,3,Kilombero,Mofu,Ijia
Singida,13,4,Singida Urban,Unyamikumbi,Ngaida
Mwanza,19,6,Geita,Kakora,Bugunga
Kilimanjaro,3,4,Moshi Rural,Mwika Kaskazini,Kondiki
Iringa,11,4,Njombe,Idamba,Ipallyanzati
Shinyanga,17,5,Bukombe,Ushirombo,Maganzo
Ruvuma,10,1,Tunduru,Milingoti Magharibi,Miembeni
Singida,13,3,Manyoni,Chikuyu,Nkambara
Mbeya,12,5,Ileje,Chitete,Itaba
Morogoro,5,1,Kilosa,Msowero,Msowero
Iringa,11,4,Njombe,Mtwango,Materevasi
Ruvuma,10,2,Songea Rural,Magagura,Nakawale A
Shinyanga,17,1,Bariadi,Mhunze,Italigunguu
Morogoro,5,2,Morogoro Rural,Ngerengere,Ngerengere Kusini
Kilimanjaro,3,1,Rombo,Kitirima Kingachi,Serikalini
Rukwa,15,1,Mpanda,Sitalike,Kiloleni
Singida,13,3,Manyoni,Majiri,Mpandagani
Tabora,14,1,Nzega,Karitu,Idonda Matanga
Ruvuma,10,5,Namtumbo,Luchili,Songambele
Iringa,11,4,Njombe,Usuka,Lusaka
Dodoma,1,6,Bahi,Ibugule,Chinog
Arusha,24,30,Karatu,Mbulumbulu,Tlawi Juu
Mwanza,19,2,Magu,Kalemela,Lamadi
Iringa,11,5,Ludewa,Mawengi,Lutanana
Kagera,18,3,Muleba,Kashasha,Kanyambogo/Kit
Singida,13,1,Iramba,Mwanga,Nerere
Kilimanjaro,3,4,Moshi Rural,Uru Shimbwe,Tesheni
Mtwara,90,63,Nanyumbu,Makonona,Msufini
Morogoro,5,6,Mvomero,Mzumbe,Oysterbey A
Mtwara,99,1,Mtwara Rural,Nanguruwe,Ching'Orola
Mwanza,19,2,Magu,Kabita,Solima A
Kilimanjaro,3,3,Same,Mtii,Lugulu
Tabora,14,1,Nzega,Lusu,Mwamakoja
Morogoro,5,1,Kilosa,Lumuma,Pingasenga
Rukwa,15,3,Nkasi,Kabwe,No 8
Iringa,11,4,Njombe,Imalinyi,Mtwango
Iringa,11,2,Mufindi,Mbalamaziwa,K
Tanga,4,2,Korogwe,Mazinde,Ofisini
Mwanza,19,5,Sengerema,Katunguru,Igalagalilo Mashariki
Shinyanga,17,2,Maswa,Kadoto,Mwamilo
Mwanza,19,1,Ukerewe,Murutunguru,Namagama
Pwani,60,43,Mkuranga,Panzuo,Mbulani
Morogoro,5,3,Kilombero,Lumemo,Upendo
Kagera,18,8,Chato,Katende,Ilyamchele Center
Kagera,18,30,Ngara,Kanazi,Kumzenga
Shinyanga,17,3,Kahama,Chona,Usiulize
Arusha,2,7,Meru,Songoro,Nkoatilya
Mwanza,19,7,Missungwi,Mbarika,Kabondo
Shinyanga,17,5,Bukombe,Ushirombo,Katente
Shinyanga,17,2,Maswa,Ngulinguli,Madukani
Tabora,14,1,Nzega,Nata,Kasela
Shinyanga,17,6,Meatu,Mwabuzo,Songambele
Kagera,18,30,Ngara,Keza,Kibirizi
Tanga,4,1,Lushoto,Rangwi,Vuga
Ruvuma,10,3,Mbinga,Kilosa,Likwilu Juu
Mara,20,4,Bunda,Kabasa,Mungutu
Kagera,18,2,Bukoba Rural,Kaagya,Kilimilile
Kigoma,16,1,Kibondo,Kakonko,Misufini
Shinyanga,17,8,Kishapu,Ukenyenge,Tali
Mwanza,19,4,Kwimba,Lyoma,Mbeshi
Tanga,4,6,Handeni,Vibaoni,Konje Shuleni
Iringa,11,1,Iringa Rural,Kihorogota,Kihorogota
Kagera,18,2,Bukoba Rural,Buterankuzi,Bongera
Mbeya,12,6,Mbozi,Halungu,Mang'Anzo
Iringa,11,1,Iringa Rural,Magulilwa,Malulumo
Morogoro,5,3,Kilombero,Kiberege,Sagamaganga B
Shinyanga,17,1,Bariadi,Zagayu,Nyamilana B
Mwanza,19,4,Kwimba,Hungumalwa,Ngeleka
Ruvuma,10,3,Mbinga,Litembo,Ndolale
Mwanza,19,1,Ukerewe,Ilangala,Munuherere
Shinyanga,17,3,Shinyanga Rural,Usule,Iligwamabu
Lindi,80,62,Lindi Urban,Rasbura,Mitwelo Stand
Kilimanjaro,3,4,Moshi Rural,Kibosho Magharibi,Sokoni
Ruvuma,10,1,Tunduru,Nalasi,Masangu
Mbeya,12,2,Mbeya Rural,Inyala,Relini
Mtwara,90,63,Nanyumbu,Nandete,Kilimanihewa
Tabora,14,1,Nzega,Nkiniziwa,Nkiniziwa D
Morogoro,5,3,Ulanga,Minepa,Tupendane
Mbeya,12,7,Mbarali,Madibira,Shuleni
Kagera,18,4,Biharamulo,Runazi,Nyakabanga
Shinyanga,17,2,Maswa,Lalago,Maghushi
Lindi,80,53,Ruangwa,Malolo,Muhimbili
Iringa,11,4,Njombe,Igosi,Mpochi
Iringa,11,5,Ludewa,Mlangali,Ligumbilo
Mbeya,12,7,Mbarali,Rujewa,Mafuriko
Shinyanga,17,6,Meatu,Mwabuzo,Mwangikulu
Shinyanga,17,3,Kahama,Bulungwa,Nyabusula No. 8
Ruvuma,10,2,Songea Rural,Magagura,Msasani
Kigoma,16,2,Kasulu,Rungwe Mpya,Kinyika
Arusha,2,7,Meru,Akheri,Ifuriny
Mbeya,12,6,Mbozi,Mlowo,Majengo
Kilimanjaro,3,5,Hai,Machame Mashariki,Namba Mbili
Ruvuma,10,2,Songea Rural,Mpitimbi,Mbatamela
Mwanza,19,6,Geita,Lubanga,Kijiweni
Pwani,60,43,Mkuranga,Mkuranga,Hoyoyo A
Mbeya,12,3,Kyela,Katumbasongwe,Isaki
Kagera,18,30,Ngara,Ntobeye,Murubanga
Kilimanjaro,3,2,Mwanga,Shinghatini,Mombea
Pwani,6,3,Kisarawe,Mafinzi,Sokoni
Ruvuma,10,3,Mbinga,Mbaha,Office
Kigoma,16,1,Kibondo,Gwanumpu,Nkoni A
Kilimanjaro,3,5,Hai,Hai Urban,Iramba
Lindi,80,62,Lindi Rural,Ng'apa,Mapokezi
Kilimanjaro,3,4,Moshi Rural,Kibosho Mashariki,Singa Juu
Mtwara,90,33,Masasi,Mbuyuni,Zimbabwe
Mbeya,12,4,Rungwe,Kiwira,Ilolo
Mtwara,90,33,Masasi,Nanganga,Chalinze
Lindi,8,3,Nachingwea,Ruponda,Muhimbili
Manyara,21,3,Mbulu,Maretadu,Mulbadaw
Iringa,11,7,Kilolo,Image,Mbata
Mbeya,12,2,Mbeya Rural,Ilembo,Nzigula
Morogoro,5,2,Morogoro Rural,Lundi,Msonge
Dar es Salaam,7,3,Temeke,Mji Mwema,Mjimwema 1
Kigoma,16,2,Kasulu,Rungwe Mpya,Mbuga
Shinyanga,17,5,Bukombe,Iyogela,Mwamadilana
Mtwara,99,1,Mtwara Rural,Chawi,Arusha Chini
Tabora,14,5,Sikonge,Kipanga,Lembeli B
Iringa,11,3,Makete,Lupila,Kijombo K
Kigoma,16,2,Kasulu,Muzye,Kwitangi
Morogoro,5,2,Morogoro Rural,Ngerengere,Boya
Pwani,60,53,Rufiji,Umwe,Njianne
Manyara,21,2,Hanang,Mogitu,Gichibodi
Mbeya,12,4,Rungwe,Kyimo,Logelo
Ruvuma,10,1,Tunduru,Ligunga,Mrema
Dodoma,1,4,Chamwino,Haneti,Nyerere
Iringa,11,1,Iringa Rural,Kalenga,Lipuli
Morogoro,5,1,Kilosa,Dumila,Mgudeni
Singida,13,2,Singida Rural,Ikungu,Kinyanghaa
Shinyanga,17,7,Shinyanga Urban,Ngokolo,Mazinge
Shinyanga,17,2,Maswa,Nyabubinza,Kisesa
Shinyanga,17,3,Kahama,Ukune,Muhulidede
Mwanza,19,4,Kwimba,Igongwa,Manguluma
Mara,20,2,Serengeti,Rigicha,Nyanderema
Ruvuma,10,1,Tunduru,Nandembo,Migelegele
Mara,20,2,Serengeti,Nyamatare,Kemugesi
Tabora,14,3,Uyui,Ikongolo,Gulumbai
Mwanza,19,6,Geita,Mwingiro,B/Center
Manyara,21,2,Hanang,Measkron,Isakadelo
Mtwara,90,33,Newala,Mpotwa,Tupendane
Mwanza,19,4,Kwimba,Sumve,Budushi A
Kilimanjaro,3,4,Moshi Rural,Mbokomu,Marana
Kagera,18,2,Bukoba Rural,Kaagya,Kabera
Kagera,18,30,Ngara,Kibimba,Ngara Mjini
Kigoma,16,3,Kigoma Rural,Mngonya,Kungugo
Kagera,18,30,Ngara,Rusumo,K9
Mwanza,19,1,Ukerewe,Bukiko,
Mbeya,12,7,Mbarali,Rujewa,Ibala A
Kilimanjaro,3,5,Hai,Machame Mashariki,Tella Kati
Lindi,80,43,Liwale,Mirui,Mkoroshoni
Dodoma,1,1,Mpwapwa,Massa,Ilolo Chini
Iringa,11,4,Njombe,Imalinyi,Azimio
Kagera,18,1,Karagwe,Kimuli,Kigaga
Mbeya,12,6,Mbozi,Isansa,Iwenje
Mtwara,90,33,Masasi,Mchauru,Tankini
Dodoma,1,1,Mpwapwa,Chunyu,Kiegea Shuleni
Ruvuma,10,1,Tunduru,Mbesa,Mkanyageni
Iringa,11,5,Ludewa,Madilu,Matundu
Shinyanga,17,3,Kahama,Mpunze,Ifunde
Kagera,18,8,Chato,Bukome,Mugomelo
Kilimanjaro,3,5,Hai,Machame Uroki,Kyakurasinde
Mwanza,19,2,Magu,Nyigogo,Mwamala
Singida,13,3,Manyoni,Manyoni,Masigati
Arusha,2,2,Arusha Rural,Mwandeti,Mbukala
Ruvuma,10,3,Mbinga,Ndogosi,Litundu 'B'
Mbeya,12,2,Mbeya Rural,Tembela,Ntebela
Kilimanjaro,3,7,Siha,Siha Kati,Olkolili
Mwanza,19,2,Magu,Nkungulu,Ng`Wakitigana
Arusha,2,7,Meru,Songoro,Kombo
Manyara,21,3,Mbulu,Maretadu,Siigig
Iringa,11,4,Njombe,Yakobi,Kalenga
Kigoma,16,2,Kasulu,Muhinda,Kaguruka
Mara,20,6,Rorya,Nyamagaro,Senta
Iringa,11,4,Njombe,Ilembula,Talamaganga
Kagera,18,2,Bukoba Rural,Rubale,Kyamalanga
Kilimanjaro,3,3,Same,Mshewa,Nduru Chini
Shinyanga,17,8,Kishapu,Bugoro,Shilabela
Mbeya,12,7,Mbarali,Igurusi,Kongolo Mswiswi
Pwani,6,1,Bagamoyo,Zinga/Ikerege,Kidugu
Kilimanjaro,3,4,Moshi Rural,Marangu Mashariki,Moori
Ruvuma,10,2,Songea Rural,Matimira,Nanyimbo B
